"subj" "block" "trial" "stim" "target" "resp" "acc" "rt" "ITI" "difficulty" "task" "session"
53 "13" 1 "g" NA "n" 1 469 1357 2 "two" "001"
53 "13" 2 "T" NA "n" 1 352 1271 2 "two" "001"
53 "13" 3 "V" "g" "n" 1 735 688 2 "two" "001"
53 "13" 4 "T" "t" "n" 0 735 675 2 "two" "001"
53 "13" 5 "T" "v" "n" 1 786 794 2 "two" "001"
53 "13" 6 "T" "t" "y" 1 418 764 2 "two" "001"
53 "13" 7 "T" "t" "n" 0 652 1010 2 "two" "001"
53 "13" 8 "b" "t" "n" 1 752 522 2 "two" "001"
53 "13" 9 "B" "t" "y" 0 485 1444 2 "two" "001"
53 "13" 10 "t" "b" "n" 1 502 1244 2 "two" "001"
53 "13" 11 "t" "b" "n" 1 335 631 2 "two" "001"
53 "13" 12 "v" "t" "n" 1 635 656 2 "two" "001"
53 "13" 13 "v" "t" "n" 1 552 863 2 "two" "001"
53 "13" 14 "T" "v" "n" 1 402 1316 2 "two" "001"
53 "13" 15 "T" "v" "y" 0 585 1354 2 "two" "001"
53 "13" 16 "T" "t" "n" 0 636 1385 2 "two" "001"
53 "13" 17 "V" "t" "n" 1 785 1325 2 "two" "001"
53 "13" 18 "t" "t" "y" 1 352 557 2 "two" "001"
53 "13" 19 "t" "v" "n" 1 585 1254 2 "two" "001"
53 "13" 20 "b" "t" "n" 1 418 779 2 "two" "001"
53 "14" 1 "T" NA NA 0 NA 1013 2 "two" "001"
53 "14" 2 "G" NA "y" 0 498 539 2 "two" "001"
53 "14" 3 "b" "t" "n" 1 469 789 2 "two" "001"
53 "14" 4 "T" "g" "n" 1 718 732 2 "two" "001"
53 "14" 5 "t" "b" "n" 1 902 683 2 "two" "001"
53 "14" 6 "v" "t" "y" 0 435 798 2 "two" "001"
53 "14" 7 "b" "t" "n" 1 402 1012 2 "two" "001"
53 "14" 8 "B" "v" "n" 1 302 804 2 "two" "001"
53 "14" 9 "V" "b" "y" 0 335 1045 2 "two" "001"
53 "14" 10 "g" "b" "n" 1 285 722 2 "two" "001"
53 "14" 11 "v" "v" "n" 0 268 990 2 "two" "001"
53 "14" 12 "v" "g" "n" 1 319 837 2 "two" "001"
53 "14" 13 "T" "v" "n" 1 402 589 2 "two" "001"
53 "14" 14 "t" "v" "n" 1 351 748 2 "two" "001"
53 "14" 15 "v" "t" "n" 1 552 1480 2 "two" "001"
53 "14" 16 "b" "t" "n" 1 535 622 2 "two" "001"
53 "14" 17 "b" "v" "n" 1 685 967 2 "two" "001"
53 "14" 18 "v" "b" "n" 1 635 902 2 "two" "001"
53 "14" 19 "B" "b" "n" 0 518 1340 2 "two" "001"
53 "14" 20 "b" "v" "n" 1 335 591 2 "two" "001"
53 "15" 1 "v" NA "n" 1 536 1411 1 "two" "001"
53 "15" 2 "b" "v" "n" 1 685 992 1 "two" "001"
53 "15" 3 "v" "b" "n" 1 452 1106 1 "two" "001"
53 "15" 4 "b" "v" "n" 1 619 1036 1 "two" "001"
53 "15" 5 "v" "b" "n" 1 419 760 1 "two" "001"
53 "15" 6 "T" "v" "n" 1 468 1424 1 "two" "001"
53 "15" 7 "b" "t" "n" 1 335 1001 1 "two" "001"
53 "15" 8 "B" "b" "n" 0 285 735 1 "two" "001"
53 "15" 9 "T" "b" "n" 1 418 1440 1 "two" "001"
53 "15" 10 "t" "t" "y" 1 385 504 1 "two" "001"
53 "15" 11 "v" "t" "n" 1 485 1150 1 "two" "001"
53 "15" 12 "V" "v" "y" 1 352 608 1 "two" "001"
53 "15" 13 "T" "v" "n" 1 352 1155 1 "two" "001"
53 "15" 14 "t" "t" "y" 1 335 875 1 "two" "001"
53 "15" 15 "V" "t" "n" 1 452 991 1 "two" "001"
53 "15" 16 "B" "v" "n" 1 1152 665 1 "two" "001"
53 "15" 17 "v" "b" "n" 1 785 1031 1 "two" "001"
53 "15" 18 "T" "v" "n" 1 368 1348 1 "two" "001"
53 "15" 19 "B" "t" "n" 1 502 1013 1 "two" "001"
53 "15" 20 "v" "b" "n" 1 635 834 1 "two" "001"
53 "16" 1 "v" NA "n" 1 1453 506 2 "two" "001"
53 "16" 2 "T" NA "n" 1 418 681 2 "two" "001"
53 "16" 3 "B" "v" "n" 1 652 715 2 "two" "001"
53 "16" 4 "g" "t" "n" 1 752 1016 2 "two" "001"
53 "16" 5 "v" "b" "n" 1 452 1390 2 "two" "001"
53 "16" 6 "v" "g" "n" 1 469 1206 2 "two" "001"
53 "16" 7 "T" "v" "n" 1 402 1228 2 "two" "001"
53 "16" 8 "v" "v" "n" 0 402 824 2 "two" "001"
53 "16" 9 "g" "t" "n" 1 385 855 2 "two" "001"
53 "16" 10 "v" "v" "n" 0 969 821 2 "two" "001"
53 "16" 11 "V" "g" "n" 1 702 589 2 "two" "001"
53 "16" 12 "B" "v" "n" 1 669 666 2 "two" "001"
53 "16" 13 "b" "v" "n" 1 803 1058 2 "two" "001"
53 "16" 14 "T" "b" "n" 1 501 610 2 "two" "001"
53 "16" 15 "b" "b" "n" 0 485 592 2 "two" "001"
53 "16" 16 "B" "t" "n" 1 368 1361 2 "two" "001"
53 "16" 17 "v" "b" "n" 1 517 1379 2 "two" "001"
53 "16" 18 "t" "b" "n" 1 469 1364 2 "two" "001"
53 "16" 19 "B" "v" "n" 1 385 1167 2 "two" "001"
53 "16" 20 "G" "t" "n" 1 352 938 2 "two" "001"
53 "17" 1 "T" NA "n" 1 586 637 2 "two" "001"
53 "17" 2 "g" NA "n" 1 435 784 2 "two" "001"
53 "17" 3 "t" "t" "n" 0 435 1322 2 "two" "001"
53 "17" 4 "g" "g" "n" 0 518 773 2 "two" "001"
53 "17" 5 "g" "t" "n" 1 352 1170 2 "two" "001"
53 "17" 6 "B" "g" "n" 1 636 957 2 "two" "001"
53 "17" 7 "T" "g" "n" 1 619 969 2 "two" "001"
53 "17" 8 "T" "b" "n" 1 500 1261 2 "two" "001"
53 "17" 9 "t" "t" NA 0 NA 1366 2 "two" "001"
53 "17" 10 "B" "t" "n" 1 498 865 2 "two" "001"
53 "17" 11 "b" "t" "n" 1 535 1196 2 "two" "001"
53 "17" 12 "t" "b" "n" 1 569 1489 2 "two" "001"
53 "17" 13 "B" "b" "y" 1 552 1172 2 "two" "001"
53 "17" 14 "B" "t" "n" 1 585 811 2 "two" "001"
53 "17" 15 "G" "b" "n" 1 535 856 2 "two" "001"
53 "17" 16 "V" "b" "n" 1 318 926 2 "two" "001"
53 "17" 17 "v" "g" "n" 1 685 1268 2 "two" "001"
53 "17" 18 "g" "v" "n" 1 435 771 2 "two" "001"
53 "17" 19 "t" "v" "n" 1 369 592 2 "two" "001"
53 "17" 20 "B" "g" "n" 1 285 603 2 "two" "001"
53 "18" 1 "b" NA "n" 1 385 1131 2 "two" "001"
53 "18" 2 "t" NA "n" 1 334 957 2 "two" "001"
53 "18" 3 "G" "b" "n" 1 435 683 2 "two" "001"
53 "18" 4 "B" "t" "n" 1 385 586 2 "two" "001"
53 "18" 5 "b" "g" "n" 1 568 1124 2 "two" "001"
53 "18" 6 "b" "b" "y" 1 519 1341 2 "two" "001"
53 "18" 7 "v" "b" "n" 1 485 1313 2 "two" "001"
53 "18" 8 "B" "b" "n" 0 334 1343 2 "two" "001"
53 "18" 9 "G" "v" "n" 1 385 1485 2 "two" "001"
53 "18" 10 "t" "b" "n" 1 452 504 2 "two" "001"
53 "18" 11 "t" "g" "n" 1 618 922 2 "two" "001"
53 "18" 12 "g" "t" "n" 1 569 1107 2 "two" "001"
53 "18" 13 "g" "t" "n" 1 535 529 2 "two" "001"
53 "18" 14 "G" "g" "n" 0 669 1173 2 "two" "001"
53 "18" 15 "g" "g" "y" 1 334 574 2 "two" "001"
53 "18" 16 "t" "g" "n" 1 519 1353 2 "two" "001"
53 "18" 17 "T" "g" "n" 1 369 802 2 "two" "001"
53 "18" 18 "v" "t" "n" 1 535 1124 2 "two" "001"
53 "18" 19 "V" "t" "n" 1 335 991 2 "two" "001"
53 "18" 20 "V" "v" "n" 0 302 890 2 "two" "001"
53 "19" 1 "t" NA "n" 1 351 1235 2 "two" "001"
53 "19" 2 "b" NA "n" 1 368 1441 2 "two" "001"
53 "19" 3 "v" "t" "y" 0 335 1181 2 "two" "001"
53 "19" 4 "G" "b" "n" 1 335 919 2 "two" "001"
53 "19" 5 "V" "v" "n" 0 334 742 2 "two" "001"
53 "19" 6 "T" "g" "n" 1 352 845 2 "two" "001"
53 "19" 7 "G" "v" "n" 1 452 1025 2 "two" "001"
53 "19" 8 "b" "t" "n" 1 318 1330 2 "two" "001"
53 "19" 9 "G" "g" "n" 0 268 968 2 "two" "001"
53 "19" 10 "b" "b" "n" 0 418 575 2 "two" "001"
53 "19" 11 "B" "g" "n" 1 502 787 2 "two" "001"
53 "19" 12 "T" "b" "n" 1 552 578 2 "two" "001"
53 "19" 13 "T" "b" "n" 1 552 1155 2 "two" "001"
53 "19" 14 "g" "t" "n" 1 768 909 2 "two" "001"
53 "19" 15 "v" "t" "n" 1 435 822 2 "two" "001"
53 "19" 16 "v" "g" "n" 1 418 1369 2 "two" "001"
53 "19" 17 "V" "v" "n" 0 318 1184 2 "two" "001"
53 "19" 18 "T" "v" "n" 1 384 815 2 "two" "001"
53 "19" 19 "g" "v" "n" 1 385 938 2 "two" "001"
53 "19" 20 "g" "t" "n" 1 335 1118 2 "two" "001"
53 "20" 1 "b" NA "n" 1 468 573 2 "two" "001"
53 "20" 2 "v" NA "n" 1 1853 869 2 "two" "001"
53 "20" 3 "G" "b" NA 0 NA 1401 2 "two" "001"
53 "20" 4 "g" "v" "n" 1 499 812 2 "two" "001"
53 "20" 5 "b" "g" NA 0 NA 674 2 "two" "001"
53 "20" 6 "g" "g" "n" 0 1320 1333 2 "two" "001"
53 "20" 7 "B" "b" "n" 0 702 529 2 "two" "001"
53 "20" 8 "b" "g" "n" 1 251 1389 2 "two" "001"
53 "20" 9 "t" "b" "n" 1 335 566 2 "two" "001"
53 "20" 10 "v" "b" "n" 1 401 1475 2 "two" "001"
53 "20" 11 "B" "t" "n" 1 285 942 2 "two" "001"
53 "20" 12 "t" "v" "n" 1 886 518 2 "two" "001"
53 "20" 13 "t" "b" "n" 1 284 690 2 "two" "001"
53 "20" 14 "V" "t" "n" 1 285 1310 2 "two" "001"
53 "20" 15 "t" "t" "n" 0 385 599 2 "two" "001"
53 "20" 16 "t" "v" "n" 1 251 748 2 "two" "001"
53 "20" 17 "B" "t" "n" 1 435 1225 2 "two" "001"
53 "20" 18 "G" "t" "n" 1 351 558 2 "two" "001"
53 "20" 19 "G" "b" "n" 1 335 822 2 "two" "001"
53 "20" 20 "b" "g" "n" 1 385 773 2 "two" "001"
53 "P" 1 "T" NA "n" 1 1019 663 1 "P" "002"
53 "P" 2 "T" "t" "y" 1 352 1259 1 "P" "002"
53 "P" 3 "v" "t" "n" 1 318 1187 1 "P" "002"
53 "P" 4 "V" "v" "y" 1 352 964 1 "P" "002"
53 "P" 5 "b" "v" "n" 1 451 767 1 "P" "002"
53 "P" 6 "b" "b" "y" 1 419 921 1 "P" "002"
53 "P" 7 "G" "b" "n" 1 535 1126 1 "P" "002"
53 "P" 8 "v" "g" "n" 1 368 724 1 "P" "002"
53 "P" 9 "B" "v" "n" 1 485 1353 1 "P" "002"
53 "P" 10 "B" "b" "y" 1 384 1271 1 "P" "002"
53 "P" 11 "T" "b" "n" 1 701 622 1 "P" "002"
53 "P" 12 "b" "t" "n" 1 469 872 1 "P" "002"
53 "P" 13 "T" "b" "n" 1 435 817 1 "P" "002"
53 "P" 14 "t" "t" "y" 1 452 589 1 "P" "002"
53 "P" 15 "t" "t" "y" 1 718 1067 1 "P" "002"
53 "P" 16 "v" "t" "n" 1 402 664 1 "P" "002"
53 "P" 17 "b" "v" "n" 1 452 1397 1 "P" "002"
53 "P" 18 "V" "b" "y" 0 486 1123 1 "P" "002"
53 "P" 19 "b" "v" "n" 1 436 1463 1 "P" "002"
53 "P" 20 "G" "b" "n" 1 485 1308 1 "P" "002"
53 "1" 1 "v" NA "n" 1 485 573 2 "adaptive" "002"
53 "1" 2 "B" NA "n" 1 450 964 2 "adaptive" "002"
53 "1" 3 "t" "v" "n" 1 502 1000 2 "adaptive" "002"
53 "1" 4 "v" "b" "n" 1 385 1336 2 "adaptive" "002"
53 "1" 5 "G" "t" "n" 1 685 711 2 "adaptive" "002"
53 "1" 6 "V" "v" "y" 1 702 1391 2 "adaptive" "002"
53 "1" 7 "T" "g" "n" 1 718 902 2 "adaptive" "002"
53 "1" 8 "G" "v" "n" 1 736 1294 2 "adaptive" "002"
53 "1" 9 "T" "t" "y" 1 452 1197 2 "adaptive" "002"
53 "1" 10 "G" "g" "n" 0 302 1430 2 "adaptive" "002"
53 "1" 11 "v" "t" "n" 1 702 878 2 "adaptive" "002"
53 "1" 12 "t" "g" "y" 0 1202 625 2 "adaptive" "002"
53 "1" 13 "v" "v" "n" 0 718 549 2 "adaptive" "002"
53 "1" 14 "B" "t" "n" 1 802 1036 2 "adaptive" "002"
53 "1" 15 "V" "v" "y" 1 352 901 2 "adaptive" "002"
53 "1" 16 "B" "b" "n" 0 468 1459 2 "adaptive" "002"
53 "1" 17 "V" "v" "n" 0 985 916 2 "adaptive" "002"
53 "1" 18 "G" "b" "n" 1 618 814 2 "adaptive" "002"
53 "1" 19 "v" "v" "n" 0 651 558 2 "adaptive" "002"
53 "1" 20 "V" "g" "y" 0 535 985 2 "adaptive" "002"
53 "2" 1 "B" NA "n" 1 485 618 1 "adaptive" "002"
53 "2" 2 "G" "b" "n" 1 469 955 1 "adaptive" "002"
53 "2" 3 "T" "g" "n" 1 452 1351 1 "adaptive" "002"
53 "2" 4 "B" "t" "n" 1 419 772 1 "adaptive" "002"
53 "2" 5 "b" "b" "y" 1 752 1307 1 "adaptive" "002"
53 "2" 6 "b" "b" "y" 1 618 1301 1 "adaptive" "002"
53 "2" 7 "t" "b" "n" 1 368 975 1 "adaptive" "002"
53 "2" 8 "B" "t" "y" 0 485 572 1 "adaptive" "002"
53 "2" 9 "v" "b" "n" 1 619 837 1 "adaptive" "002"
53 "2" 10 "t" "v" "n" 1 618 855 1 "adaptive" "002"
53 "2" 11 "b" "t" "n" 1 552 566 1 "adaptive" "002"
53 "2" 12 "g" "b" "n" 1 602 949 1 "adaptive" "002"
53 "2" 13 "T" "g" "n" 1 669 1114 1 "adaptive" "002"
53 "2" 14 "v" "t" "n" 1 535 1218 1 "adaptive" "002"
53 "2" 15 "G" "v" "n" 1 585 1140 1 "adaptive" "002"
53 "2" 16 "g" "g" "y" 1 502 1276 1 "adaptive" "002"
53 "2" 17 "T" "g" "n" 1 418 1479 1 "adaptive" "002"
53 "2" 18 "B" "t" "n" 1 569 789 1 "adaptive" "002"
53 "2" 19 "V" "b" "n" 1 402 1144 1 "adaptive" "002"
53 "2" 20 "t" "v" "n" 1 536 829 1 "adaptive" "002"
53 "3" 1 "v" NA "n" 1 402 692 2 "adaptive" "002"
53 "3" 2 "b" NA "n" 1 535 932 2 "adaptive" "002"
53 "3" 3 "B" "v" "n" 1 451 734 2 "adaptive" "002"
53 "3" 4 "V" "b" "n" 1 736 1251 2 "adaptive" "002"
53 "3" 5 "t" "b" "n" 1 452 715 2 "adaptive" "002"
53 "3" 6 "b" "v" "n" 1 535 783 2 "adaptive" "002"
53 "3" 7 "T" "t" "n" 0 485 708 2 "adaptive" "002"
53 "3" 8 "G" "b" "n" 1 569 1223 2 "adaptive" "002"
53 "3" 9 "B" "t" "n" 1 368 1424 2 "adaptive" "002"
53 "3" 10 "g" "g" "y" 1 452 793 2 "adaptive" "002"
53 "3" 11 "t" "b" "n" 1 352 558 2 "adaptive" "002"
53 "3" 12 "t" "g" "n" 1 452 608 2 "adaptive" "002"
53 "3" 13 "b" "t" "n" 1 485 1380 2 "adaptive" "002"
53 "3" 14 "B" "t" "n" 1 436 937 2 "adaptive" "002"
53 "3" 15 "G" "b" "n" 1 752 1403 2 "adaptive" "002"
53 "3" 16 "T" "b" "n" 1 368 786 2 "adaptive" "002"
53 "3" 17 "b" "g" "n" 1 352 1481 2 "adaptive" "002"
53 "3" 18 "g" "t" "n" 1 451 978 2 "adaptive" "002"
53 "3" 19 "v" "b" "n" 1 451 1016 2 "adaptive" "002"
53 "3" 20 "g" "g" "n" 0 369 1383 2 "adaptive" "002"
53 "4" 1 "b" NA "n" 1 485 758 3 "adaptive" "002"
53 "4" 2 "V" NA "n" 1 352 1205 3 "adaptive" "002"
53 "4" 3 "b" NA "n" 1 569 712 3 "adaptive" "002"
53 "4" 4 "B" "b" "y" 1 469 521 3 "adaptive" "002"
53 "4" 5 "V" "v" "n" 0 435 814 3 "adaptive" "002"
53 "4" 6 "B" "b" "n" 0 285 1322 3 "adaptive" "002"
53 "4" 7 "V" "b" "n" 1 368 573 3 "adaptive" "002"
53 "4" 8 "V" "v" "y" 1 368 1455 3 "adaptive" "002"
53 "4" 9 "v" "b" "n" 1 284 1307 3 "adaptive" "002"
53 "4" 10 "t" "v" "n" 1 235 1271 3 "adaptive" "002"
53 "4" 11 "t" "v" "n" 1 302 625 3 "adaptive" "002"
53 "4" 12 "v" "v" "y" 1 334 1398 3 "adaptive" "002"
53 "4" 13 "b" "t" "n" 1 268 718 3 "adaptive" "002"
53 "4" 14 "b" "t" "n" 1 268 1384 3 "adaptive" "002"
53 "4" 15 "G" "v" "n" 1 252 957 3 "adaptive" "002"
53 "4" 16 "g" "b" "n" 1 469 671 3 "adaptive" "002"
53 "4" 17 "g" "b" "n" 1 668 1296 3 "adaptive" "002"
53 "4" 18 "B" "g" "n" 1 451 1314 3 "adaptive" "002"
53 "4" 19 "B" "g" "n" 1 486 733 3 "adaptive" "002"
53 "4" 20 "t" "g" "n" 1 518 565 3 "adaptive" "002"
53 "5" 1 "V" NA "n" 1 485 586 4 "adaptive" "002"
53 "5" 2 "T" NA "n" 1 302 1321 4 "adaptive" "002"
53 "5" 3 "B" NA "n" 1 252 1481 4 "adaptive" "002"
53 "5" 4 "g" NA "n" 1 285 901 4 "adaptive" "002"
53 "5" 5 "G" "v" "n" 1 450 1120 4 "adaptive" "002"
53 "5" 6 "g" "t" "n" 1 318 598 4 "adaptive" "002"
53 "5" 7 "b" "b" "n" 0 318 887 4 "adaptive" "002"
53 "5" 8 "B" "g" "n" 1 268 1340 4 "adaptive" "002"
53 "5" 9 "G" "g" "n" 0 251 604 4 "adaptive" "002"
53 "5" 10 "V" "g" "y" 0 302 601 4 "adaptive" "002"
53 "5" 11 "b" "b" "n" 0 568 887 4 "adaptive" "002"
53 "5" 12 "v" "b" "n" 1 285 1156 4 "adaptive" "002"
53 "5" 13 "t" "g" "n" 1 302 507 4 "adaptive" "002"
53 "5" 14 "T" "v" "n" 1 302 1027 4 "adaptive" "002"
53 "5" 15 "t" "b" "n" 1 468 528 4 "adaptive" "002"
53 "5" 16 "b" "v" "n" 1 318 617 4 "adaptive" "002"
53 "5" 17 "v" "t" "n" 1 418 797 4 "adaptive" "002"
53 "5" 18 "V" "t" "n" 1 268 1252 4 "adaptive" "002"
53 "5" 19 "G" "t" "n" 1 302 1356 4 "adaptive" "002"
53 "5" 20 "T" "b" "n" 1 335 709 4 "adaptive" "002"
53 "6" 1 "v" NA "n" 1 335 1199 4 "adaptive" "002"
53 "6" 2 "g" NA "n" 1 268 571 4 "adaptive" "002"
53 "6" 3 "G" NA "n" 1 285 973 4 "adaptive" "002"
53 "6" 4 "t" NA "n" 1 335 840 4 "adaptive" "002"
53 "6" 5 "V" "v" "y" 1 285 1308 4 "adaptive" "002"
53 "6" 6 "G" "g" "n" 0 369 589 4 "adaptive" "002"
53 "6" 7 "T" "g" "n" 1 452 1139 4 "adaptive" "002"
53 "6" 8 "v" "t" "n" 1 251 1183 4 "adaptive" "002"
53 "6" 9 "V" "v" "n" 0 235 1127 4 "adaptive" "002"
53 "6" 10 "v" "g" "n" 1 368 981 4 "adaptive" "002"
53 "6" 11 "v" "t" "n" 1 251 1096 4 "adaptive" "002"
53 "6" 12 "b" "v" "n" 1 268 616 4 "adaptive" "002"
53 "6" 13 "G" "v" "n" 1 235 1397 4 "adaptive" "002"
53 "6" 14 "T" "v" "n" 1 302 778 4 "adaptive" "002"
53 "6" 15 "v" "v" "n" 0 302 1303 4 "adaptive" "002"
53 "6" 16 "b" "b" "n" 0 268 757 4 "adaptive" "002"
53 "6" 17 "V" "g" "n" 1 352 1026 4 "adaptive" "002"
53 "6" 18 "b" "t" "n" 1 302 1026 4 "adaptive" "002"
53 "6" 19 "b" "v" "n" 1 268 819 4 "adaptive" "002"
53 "6" 20 "B" "b" "n" 0 252 682 4 "adaptive" "002"
53 "7" 1 "B" NA "n" 1 351 1466 4 "adaptive" "002"
53 "7" 2 "V" NA "n" 1 252 1493 4 "adaptive" "002"
53 "7" 3 "t" NA "n" 1 234 1491 4 "adaptive" "002"
53 "7" 4 "g" NA "n" 1 434 514 4 "adaptive" "002"
53 "7" 5 "V" "b" "n" 1 669 1290 4 "adaptive" "002"
53 "7" 6 "t" "v" "n" 1 318 598 4 "adaptive" "002"
53 "7" 7 "V" "t" "n" 1 285 819 4 "adaptive" "002"
53 "7" 8 "b" "g" "n" 1 318 639 4 "adaptive" "002"
53 "7" 9 "b" "v" "n" 1 500 1420 4 "adaptive" "002"
53 "7" 10 "b" "t" "n" 1 385 1111 4 "adaptive" "002"
53 "7" 11 "g" "v" "n" 1 368 1029 4 "adaptive" "002"
53 "7" 12 "B" "b" "n" 0 252 578 4 "adaptive" "002"
53 "7" 13 "B" "b" "n" 0 335 1006 4 "adaptive" "002"
53 "7" 14 "b" "b" "n" 0 251 692 4 "adaptive" "002"
53 "7" 15 "B" "g" "n" 1 468 1317 4 "adaptive" "002"
53 "7" 16 "g" "b" "n" 1 268 1415 4 "adaptive" "002"
53 "7" 17 "V" "b" "n" 1 268 1144 4 "adaptive" "002"
53 "7" 18 "B" "b" "n" 0 235 560 4 "adaptive" "002"
53 "7" 19 "t" "b" "n" 1 235 1164 4 "adaptive" "002"
53 "7" 20 "G" "g" "y" 1 319 942 4 "adaptive" "002"
53 "8" 1 "b" NA "n" 1 319 962 4 "adaptive" "002"
53 "8" 2 "t" NA "n" 1 268 1192 4 "adaptive" "002"
53 "8" 3 "t" NA "n" 1 251 1349 4 "adaptive" "002"
53 "8" 4 "b" NA "n" 1 234 1433 4 "adaptive" "002"
53 "8" 5 "t" "b" "n" 1 402 851 4 "adaptive" "002"
53 "8" 6 "v" "t" "n" 1 318 1270 4 "adaptive" "002"
53 "8" 7 "T" "t" "n" 0 269 906 4 "adaptive" "002"
53 "8" 8 "v" "b" "n" 1 268 507 4 "adaptive" "002"
53 "8" 9 "v" "t" "n" 1 319 1008 4 "adaptive" "002"
53 "8" 10 "g" "v" "n" 1 451 1195 4 "adaptive" "002"
53 "8" 11 "t" "t" "n" 0 385 824 4 "adaptive" "002"
53 "8" 12 "g" "v" "n" 1 302 821 4 "adaptive" "002"
53 "8" 13 "b" "v" "n" 1 285 894 4 "adaptive" "002"
53 "8" 14 "G" "g" "n" 0 252 815 4 "adaptive" "002"
53 "8" 15 "T" "t" "y" 1 302 1402 4 "adaptive" "002"
53 "8" 16 "b" "g" "n" 1 302 677 4 "adaptive" "002"
53 "8" 17 "G" "b" "n" 1 235 658 4 "adaptive" "002"
53 "8" 18 "b" "g" "n" 1 252 1452 4 "adaptive" "002"
53 "8" 19 "B" "t" "n" 1 498 936 4 "adaptive" "002"
53 "8" 20 "V" "b" "n" 1 435 918 4 "adaptive" "002"
53 "9" 1 "b" NA "n" 1 452 789 4 "adaptive" "002"
53 "9" 2 "b" NA "n" 1 285 512 4 "adaptive" "002"
53 "9" 3 "t" NA "n" 1 384 1170 4 "adaptive" "002"
53 "9" 4 "T" NA "n" 1 302 1488 4 "adaptive" "002"
53 "9" 5 "g" "b" "n" 1 552 938 4 "adaptive" "002"
53 "9" 6 "b" "b" "n" 0 318 706 4 "adaptive" "002"
53 "9" 7 "V" "t" "n" 1 302 1031 4 "adaptive" "002"
53 "9" 8 "V" "t" "n" 1 285 822 4 "adaptive" "002"
53 "9" 9 "t" "g" "n" 1 318 1174 4 "adaptive" "002"
53 "9" 10 "g" "b" "n" 1 468 640 4 "adaptive" "002"
53 "9" 11 "V" "v" "y" 1 498 891 4 "adaptive" "002"
53 "9" 12 "v" "v" "n" 0 502 533 4 "adaptive" "002"
53 "9" 13 "G" "t" "n" 1 352 758 4 "adaptive" "002"
53 "9" 14 "V" "g" "n" 1 318 1426 4 "adaptive" "002"
53 "9" 15 "B" "v" "n" 1 267 1215 4 "adaptive" "002"
53 "9" 16 "v" "v" "y" 1 334 1469 4 "adaptive" "002"
53 "9" 17 "V" "g" "n" 1 302 1399 4 "adaptive" "002"
53 "9" 18 "t" "v" "n" 1 302 565 4 "adaptive" "002"
53 "9" 19 "v" "b" "n" 1 302 963 4 "adaptive" "002"
53 "9" 20 "t" "v" "n" 1 486 903 4 "adaptive" "002"
53 "10" 1 "G" NA "n" 1 452 973 5 "adaptive" "002"
53 "10" 2 "g" NA "n" 1 318 952 5 "adaptive" "002"
53 "10" 3 "b" NA "n" 1 368 607 5 "adaptive" "002"
53 "10" 4 "T" NA "n" 1 502 1254 5 "adaptive" "002"
53 "10" 5 "t" NA "n" 1 352 1206 5 "adaptive" "002"
53 "10" 6 "b" "g" "n" 1 301 738 5 "adaptive" "002"
53 "10" 7 "v" "g" "n" 1 252 1416 5 "adaptive" "002"
53 "10" 8 "B" "b" "n" 0 218 1272 5 "adaptive" "002"
53 "10" 9 "V" "t" "n" 1 435 1067 5 "adaptive" "002"
53 "10" 10 "g" "t" "n" 1 368 1301 5 "adaptive" "002"
53 "10" 11 "g" "b" "n" 1 352 942 5 "adaptive" "002"
53 "10" 12 "B" "v" "n" 1 318 552 5 "adaptive" "002"
53 "10" 13 "g" "b" "n" 1 318 1047 5 "adaptive" "002"
53 "10" 14 "T" "v" "n" 1 269 1138 5 "adaptive" "002"
53 "10" 15 "v" "g" "n" 1 268 757 5 "adaptive" "002"
53 "10" 16 "v" "g" "n" 1 302 1203 5 "adaptive" "002"
53 "10" 17 "B" "b" "n" 0 251 832 5 "adaptive" "002"
53 "10" 18 "b" "g" "n" 1 252 1251 5 "adaptive" "002"
53 "10" 19 "G" "t" "n" 1 534 671 5 "adaptive" "002"
53 "10" 20 "T" "v" "n" 1 418 995 5 "adaptive" "002"
53 "11" 1 "g" NA "n" 1 335 686 2 "two" "002"
53 "11" 2 "t" NA "n" 1 285 598 2 "two" "002"
53 "11" 3 "b" "g" "n" 1 302 737 2 "two" "002"
53 "11" 4 "B" "t" "n" 1 201 587 2 "two" "002"
53 "11" 5 "B" "b" "n" 0 501 608 2 "two" "002"
53 "11" 6 "V" "b" "n" 1 335 797 2 "two" "002"
53 "11" 7 "b" "b" "n" 0 251 1128 2 "two" "002"
53 "11" 8 "b" "v" "n" 1 252 683 2 "two" "002"
53 "11" 9 "T" "b" "n" 1 435 1174 2 "two" "002"
53 "11" 10 "T" "b" "n" 1 419 797 2 "two" "002"
53 "11" 11 "t" "t" "n" 0 368 956 2 "two" "002"
53 "11" 12 "T" "t" "n" 0 267 623 2 "two" "002"
53 "11" 13 "V" "t" "n" 1 518 1101 2 "two" "002"
53 "11" 14 "V" "t" "n" 1 285 1427 2 "two" "002"
53 "11" 15 "T" "v" "n" 1 268 576 2 "two" "002"
53 "11" 16 "t" "v" "n" 1 318 647 2 "two" "002"
53 "11" 17 "g" "t" "n" 1 335 1083 2 "two" "002"
53 "11" 18 "G" "t" "n" 1 702 832 2 "two" "002"
53 "11" 19 "V" "g" "n" 1 335 1016 2 "two" "002"
53 "11" 20 "b" "g" "n" 1 452 1085 2 "two" "002"
