"subj" "block" "trial" "stim" "target" "resp" "acc" "rt" "ITI" "difficulty" "task" "session"
69 "P" 34 "B" "v" "n" 1 1119 1005 1 "P" "001"
69 "P" 35 "B" "b" "y" 1 819 587 1 "P" "001"
69 "P" 36 "t" "b" "n" 1 552 863 1 "P" "001"
69 "P" 37 "b" "t" "n" 1 601 847 1 "P" "001"
69 "P" 38 "b" "b" "y" 1 385 962 1 "P" "001"
69 "P" 39 "v" "b" "n" 1 385 1333 1 "P" "001"
69 "P" 40 "t" "v" "n" 1 635 1197 1 "P" "001"
69 "1" 1 "t" NA "n" 1 1236 519 2 "adaptive" "001"
69 "1" 2 "V" NA NA 0 NA 1045 2 "adaptive" "001"
69 "1" 3 "b" "t" "n" 1 515 1317 2 "adaptive" "001"
69 "1" 4 "t" "v" "n" 1 498 521 2 "adaptive" "001"
69 "1" 5 "B" "b" "n" 0 514 770 2 "adaptive" "001"
69 "1" 6 "V" "t" "n" 1 498 1078 2 "adaptive" "001"
69 "1" 7 "B" "b" "n" 0 498 1446 2 "adaptive" "001"
69 "1" 8 "V" "v" "n" 0 1252 712 2 "adaptive" "001"
69 "1" 9 "B" "b" "n" 0 498 1131 2 "adaptive" "001"
69 "1" 10 "v" "v" "n" 0 185 1379 2 "adaptive" "001"
69 "1" 11 "b" "b" "n" 0 1837 1383 2 "adaptive" "001"
69 "1" 12 "T" "v" "n" 1 1220 944 2 "adaptive" "001"
69 "1" 13 "T" "b" "n" 1 1136 516 2 "adaptive" "001"
69 "1" 14 "V" "t" "n" 1 968 1484 2 "adaptive" "001"
69 "1" 15 "b" "t" "n" 1 702 1356 2 "adaptive" "001"
69 "1" 16 "V" "v" "y" 1 418 683 2 "adaptive" "001"
69 "1" 17 "B" "b" "y" 1 669 980 2 "adaptive" "001"
69 "1" 18 "G" "v" "n" 1 652 1421 2 "adaptive" "001"
69 "1" 19 "v" "b" "y" 0 501 1416 2 "adaptive" "001"
69 "1" 20 "v" "g" "n" 1 502 1373 2 "adaptive" "001"
69 "2" 1 "B" NA "n" 1 635 573 1 "adaptive" "001"
69 "2" 2 "b" "b" "y" 1 535 840 1 "adaptive" "001"
69 "2" 3 "g" "b" "n" 1 419 815 1 "adaptive" "001"
69 "2" 4 "t" "g" "n" 1 635 895 1 "adaptive" "001"
69 "2" 5 "T" "t" "y" 1 385 1390 1 "adaptive" "001"
69 "2" 6 "T" "t" "y" 1 451 904 1 "adaptive" "001"
69 "2" 7 "G" "t" "n" 1 418 546 1 "adaptive" "001"
69 "2" 8 "B" "g" "n" 1 652 719 1 "adaptive" "001"
69 "2" 9 "v" "b" "n" 1 1185 630 1 "adaptive" "001"
69 "2" 10 "b" "v" "y" 0 551 1401 1 "adaptive" "001"
69 "2" 11 "B" "b" "y" 1 569 921 1 "adaptive" "001"
69 "2" 12 "V" "b" "n" 1 869 977 1 "adaptive" "001"
69 "2" 13 "V" "v" "y" 1 385 813 1 "adaptive" "001"
69 "2" 14 "t" "v" "n" 1 1169 518 1 "adaptive" "001"
69 "2" 15 "t" "t" "y" 1 619 654 1 "adaptive" "001"
69 "2" 16 "g" "t" "n" 1 785 1441 1 "adaptive" "001"
69 "2" 17 "B" "g" "n" 1 568 1328 1 "adaptive" "001"
69 "2" 18 "b" "b" "y" 1 485 1224 1 "adaptive" "001"
69 "2" 19 "g" "b" "n" 1 585 853 1 "adaptive" "001"
69 "2" 20 "B" "g" "n" 1 986 1289 1 "adaptive" "001"
69 "3" 1 "t" NA "n" 1 702 576 2 "adaptive" "001"
69 "3" 2 "B" NA "n" 1 984 876 2 "adaptive" "001"
69 "3" 3 "b" "t" "n" 1 719 757 2 "adaptive" "001"
69 "3" 4 "g" "b" "n" 1 1036 640 2 "adaptive" "001"
69 "3" 5 "B" "b" "y" 1 735 807 2 "adaptive" "001"
69 "3" 6 "G" "g" "y" 1 1319 1151 2 "adaptive" "001"
69 "3" 7 "G" "b" "n" 1 735 965 2 "adaptive" "001"
69 "3" 8 "G" "g" "y" 1 518 879 2 "adaptive" "001"
69 "3" 9 "B" "g" "n" 1 1269 1282 2 "adaptive" "001"
69 "3" 10 "b" "g" "n" 1 585 1192 2 "adaptive" "001"
69 "3" 11 "V" "b" "n" 1 969 898 2 "adaptive" "001"
69 "3" 12 "t" "b" "n" 1 936 1308 2 "adaptive" "001"
69 "3" 13 "b" "v" "n" 1 769 727 2 "adaptive" "001"
69 "3" 14 "g" "t" "y" 0 1102 1441 2 "adaptive" "001"
69 "3" 15 "g" "b" "n" 1 853 849 2 "adaptive" "001"
69 "3" 16 "t" "g" "n" 1 1554 908 2 "adaptive" "001"
69 "3" 17 "g" "g" "y" 1 368 1314 2 "adaptive" "001"
69 "3" 18 "t" "t" "y" 1 434 1462 2 "adaptive" "001"
69 "3" 19 "t" "g" "n" 1 1035 531 2 "adaptive" "001"
69 "3" 20 "t" "t" "y" 1 818 1008 2 "adaptive" "001"
69 "4" 1 "g" NA "n" 1 685 957 3 "adaptive" "001"
69 "4" 2 "v" NA "n" 1 869 501 3 "adaptive" "001"
69 "4" 3 "B" NA "n" 1 819 995 3 "adaptive" "001"
69 "4" 4 "B" "g" "n" 1 468 1376 3 "adaptive" "001"
69 "4" 5 "T" "v" "n" 1 652 1317 3 "adaptive" "001"
69 "4" 6 "v" "b" "y" 0 936 1138 3 "adaptive" "001"
69 "4" 7 "G" "b" "n" 1 1369 1378 3 "adaptive" "001"
69 "4" 8 "B" "t" "y" 0 1302 591 3 "adaptive" "001"
69 "4" 9 "v" "v" "n" 0 1086 1075 3 "adaptive" "001"
69 "4" 10 "G" "g" "y" 1 1103 1405 3 "adaptive" "001"
69 "4" 11 "t" "b" "n" 1 1219 569 3 "adaptive" "001"
69 "4" 12 "V" "v" NA 0 NA 1486 3 "adaptive" "001"
69 "4" 13 "t" "g" "n" 1 498 1214 3 "adaptive" "001"
69 "4" 14 "V" "t" "y" 0 1152 1147 3 "adaptive" "001"
69 "4" 15 "v" "v" "n" 0 1102 603 3 "adaptive" "001"
69 "4" 16 "V" "t" "y" 0 919 1230 3 "adaptive" "001"
69 "4" 17 "V" "v" "y" 1 552 923 3 "adaptive" "001"
69 "4" 18 "G" "v" "n" 1 1052 777 3 "adaptive" "001"
69 "4" 19 "v" "v" "y" 1 1185 1327 3 "adaptive" "001"
69 "4" 20 "b" "v" "n" 1 585 1114 3 "adaptive" "001"
69 "5" 1 "G" NA "n" 1 885 576 2 "adaptive" "001"
69 "5" 2 "T" NA "n" 1 1152 1393 2 "adaptive" "001"
69 "5" 3 "t" "g" "n" 1 634 902 2 "adaptive" "001"
69 "5" 4 "G" "t" "n" 1 569 788 2 "adaptive" "001"
69 "5" 5 "T" "t" "y" 1 419 883 2 "adaptive" "001"
69 "5" 6 "G" "g" "n" 0 735 1271 2 "adaptive" "001"
69 "5" 7 "b" "t" "n" 1 1085 582 2 "adaptive" "001"
69 "5" 8 "v" "g" "n" 1 1002 1405 2 "adaptive" "001"
69 "5" 9 "t" "b" "n" 1 635 903 2 "adaptive" "001"
69 "5" 10 "t" "v" "n" 1 685 1309 2 "adaptive" "001"
69 "5" 11 "T" "t" "y" 1 452 743 2 "adaptive" "001"
69 "5" 12 "G" "t" "n" 1 986 641 2 "adaptive" "001"
69 "5" 13 "b" "t" "n" 1 1320 1197 2 "adaptive" "001"
69 "5" 14 "b" "g" "n" 1 753 805 2 "adaptive" "001"
69 "5" 15 "t" "b" "n" 1 1353 548 2 "adaptive" "001"
69 "5" 16 "T" "b" "n" 1 668 1090 2 "adaptive" "001"
69 "5" 17 "T" "t" "y" 1 485 1413 2 "adaptive" "001"
69 "5" 18 "b" "t" "n" 1 769 555 2 "adaptive" "001"
69 "5" 19 "B" "t" "n" 1 1036 600 2 "adaptive" "001"
69 "5" 20 "B" "b" "y" 1 585 1242 2 "adaptive" "001"
69 "6" 1 "g" NA "n" 1 1169 1418 3 "adaptive" "001"
69 "6" 2 "g" NA "n" 1 618 1315 3 "adaptive" "001"
69 "6" 3 "v" NA "n" 1 735 900 3 "adaptive" "001"
69 "6" 4 "b" "g" "n" 1 836 676 3 "adaptive" "001"
69 "6" 5 "G" "g" "y" 1 1119 1342 3 "adaptive" "001"
69 "6" 6 "t" "v" "n" 1 769 675 3 "adaptive" "001"
69 "6" 7 "T" "b" "n" 1 1052 999 3 "adaptive" "001"
69 "6" 8 "B" "g" NA 0 NA 1129 3 "adaptive" "001"
69 "6" 9 "g" "t" "n" 1 515 916 3 "adaptive" "001"
69 "6" 10 "v" "t" "n" 1 669 1447 3 "adaptive" "001"
69 "6" 11 "G" "b" "n" 1 1118 1040 3 "adaptive" "001"
69 "6" 12 "v" "g" "y" 0 352 675 3 "adaptive" "001"
69 "6" 13 "v" "v" "n" 0 919 1278 3 "adaptive" "001"
69 "6" 14 "v" "g" "n" 1 1069 735 3 "adaptive" "001"
69 "6" 15 "V" "v" "y" 1 602 802 3 "adaptive" "001"
69 "6" 16 "t" "v" "n" 1 652 890 3 "adaptive" "001"
69 "6" 17 "v" "v" "y" 1 1019 1277 3 "adaptive" "001"
69 "6" 18 "t" "v" "n" 1 485 730 3 "adaptive" "001"
69 "6" 19 "V" "t" "n" 1 685 977 3 "adaptive" "001"
69 "6" 20 "b" "v" "n" 1 1520 843 3 "adaptive" "001"
69 "7" 1 "g" NA "n" 1 668 639 3 "adaptive" "001"
69 "7" 2 "G" NA "n" 1 636 1133 3 "adaptive" "001"
69 "7" 3 "t" NA "n" 1 586 577 3 "adaptive" "001"
69 "7" 4 "T" "g" "y" 0 652 564 3 "adaptive" "001"
69 "7" 5 "V" "g" "n" 1 1019 1427 3 "adaptive" "001"
69 "7" 6 "g" "t" "y" 0 1119 1472 3 "adaptive" "001"
69 "7" 7 "v" "t" "y" 0 1586 711 3 "adaptive" "001"
69 "7" 8 "T" "v" "n" 1 1269 916 3 "adaptive" "001"
69 "7" 9 "b" "g" "n" 1 1152 1400 3 "adaptive" "001"
69 "7" 10 "b" "v" "n" 1 770 1388 3 "adaptive" "001"
69 "7" 11 "V" "t" "n" 1 852 1230 3 "adaptive" "001"
69 "7" 12 "T" "b" "n" 1 835 1304 3 "adaptive" "001"
69 "7" 13 "B" "b" "y" 1 518 1341 3 "adaptive" "001"
69 "7" 14 "v" "v" "y" 1 1020 970 3 "adaptive" "001"
69 "7" 15 "B" "t" "n" 1 868 1177 3 "adaptive" "001"
69 "7" 16 "b" "b" "y" 1 1335 1415 3 "adaptive" "001"
69 "7" 17 "v" "v" "y" 1 1336 1112 3 "adaptive" "001"
69 "7" 18 "t" "b" "y" 0 769 827 3 "adaptive" "001"
69 "7" 19 "V" "b" NA 0 NA 1029 3 "adaptive" "001"
69 "7" 20 "G" "v" "n" 1 498 921 3 "adaptive" "001"
69 "8" 1 "B" NA NA 0 NA 717 3 "adaptive" "001"
69 "8" 2 "V" NA "y" 0 51 586 3 "adaptive" "001"
69 "8" 3 "t" NA "n" 1 1335 929 3 "adaptive" "001"
69 "8" 4 "V" "b" "n" 1 1419 1171 3 "adaptive" "001"
69 "8" 5 "V" "v" "y" 1 819 779 3 "adaptive" "001"
69 "8" 6 "B" "t" "n" 1 618 975 3 "adaptive" "001"
69 "8" 7 "v" "v" "y" 1 1135 1428 3 "adaptive" "001"
69 "8" 8 "v" "v" NA 0 NA 813 3 "adaptive" "001"
69 "8" 9 "T" "b" "n" 1 498 1419 3 "adaptive" "001"
69 "8" 10 "v" "v" "n" 0 717 732 3 "adaptive" "001"
69 "8" 11 "G" "v" "n" 1 1019 809 3 "adaptive" "001"
69 "8" 12 "g" "t" "n" 1 969 1325 3 "adaptive" "001"
69 "8" 13 "t" "v" "n" 1 918 854 3 "adaptive" "001"
69 "8" 14 "v" "g" "n" 1 1286 963 3 "adaptive" "001"
69 "8" 15 "t" "g" "y" 0 1120 1065 3 "adaptive" "001"
69 "8" 16 "t" "t" "y" 1 902 1495 3 "adaptive" "001"
69 "8" 17 "T" "v" "n" 1 1202 1052 3 "adaptive" "001"
69 "8" 18 "G" "t" "y" 0 1036 1429 3 "adaptive" "001"
69 "8" 19 "v" "t" "n" 1 468 1038 3 "adaptive" "001"
69 "8" 20 "v" "t" "n" 1 735 1390 3 "adaptive" "001"
69 "9" 1 "g" NA "n" 1 986 1294 2 "adaptive" "001"
69 "9" 2 "T" NA "n" 1 485 1466 2 "adaptive" "001"
69 "9" 3 "v" "g" "n" 1 702 1152 2 "adaptive" "001"
69 "9" 4 "t" "t" "y" 1 1487 894 2 "adaptive" "001"
69 "9" 5 "T" "v" "n" 1 786 1235 2 "adaptive" "001"
69 "9" 6 "t" "t" "n" 0 619 842 2 "adaptive" "001"
69 "9" 7 "t" "t" "y" 1 418 1245 2 "adaptive" "001"
69 "9" 8 "t" "t" "y" 1 719 946 2 "adaptive" "001"
69 "9" 9 "v" "t" "n" 1 1019 726 2 "adaptive" "001"
69 "9" 10 "g" "t" "n" 1 786 877 2 "adaptive" "001"
69 "9" 11 "t" "v" "n" 1 1019 900 2 "adaptive" "001"
69 "9" 12 "T" "g" "y" 0 652 684 2 "adaptive" "001"
69 "9" 13 "T" "t" "y" 1 702 741 2 "adaptive" "001"
69 "9" 14 "G" "t" "n" 1 1002 539 2 "adaptive" "001"
69 "9" 15 "v" "t" "n" 1 1136 687 2 "adaptive" "001"
69 "9" 16 "G" "g" "y" 1 1286 1147 2 "adaptive" "001"
69 "9" 17 "v" "v" "y" 1 869 694 2 "adaptive" "001"
69 "9" 18 "v" "g" "n" 1 768 813 2 "adaptive" "001"
69 "9" 19 "B" "v" "n" 1 735 686 2 "adaptive" "001"
69 "9" 20 "t" "v" "n" 1 702 1274 2 "adaptive" "001"
69 "10" 1 "b" NA "n" 1 986 1339 3 "adaptive" "001"
69 "10" 2 "T" NA "n" 1 952 967 3 "adaptive" "001"
69 "10" 3 "v" NA "n" 1 819 863 3 "adaptive" "001"
69 "10" 4 "g" "b" "n" 1 735 1240 3 "adaptive" "001"
69 "10" 5 "b" "t" "n" 1 1837 924 3 "adaptive" "001"
69 "10" 6 "B" "v" "n" 1 1001 1215 3 "adaptive" "001"
69 "10" 7 "G" "g" "y" 1 619 945 3 "adaptive" "001"
69 "10" 8 "b" "b" "y" 1 969 632 3 "adaptive" "001"
69 "10" 9 "b" "b" "n" 0 819 1326 3 "adaptive" "001"
69 "10" 10 "b" "g" "y" 0 669 1315 3 "adaptive" "001"
69 "10" 11 "B" "b" "y" 1 1670 752 3 "adaptive" "001"
69 "10" 12 "G" "b" "n" 1 835 1401 3 "adaptive" "001"
69 "10" 13 "B" "b" "y" 1 852 1036 3 "adaptive" "001"
69 "10" 14 "B" "b" "n" 0 1135 697 3 "adaptive" "001"
69 "10" 15 "b" "g" "n" 1 986 557 3 "adaptive" "001"
69 "10" 16 "b" "b" "n" 0 1770 838 3 "adaptive" "001"
69 "10" 17 "v" "b" "n" 1 986 900 3 "adaptive" "001"
69 "10" 18 "t" "b" "n" 1 919 910 3 "adaptive" "001"
69 "10" 19 "t" "b" "n" 1 1069 1490 3 "adaptive" "001"
69 "10" 20 "V" "v" "n" 0 635 1104 3 "adaptive" "001"
69 "11" 1 "t" NA "n" 1 1235 1370 2 "two" "001"
69 "11" 2 "G" NA "n" 1 802 504 2 "two" "001"
69 "11" 3 "T" "t" "y" 1 602 1296 2 "two" "001"
69 "11" 4 "G" "g" "y" 1 752 850 2 "two" "001"
69 "11" 5 "t" "t" "y" 1 585 1266 2 "two" "001"
69 "11" 6 "g" "g" "y" 1 518 1202 2 "two" "001"
69 "11" 7 "T" "t" "y" 1 418 884 2 "two" "001"
69 "11" 8 "g" "g" "y" 1 535 1228 2 "two" "001"
69 "11" 9 "b" "t" "n" 1 485 617 2 "two" "001"
69 "11" 10 "g" "g" "n" 0 785 1054 2 "two" "001"
69 "11" 11 "B" "b" "y" 1 919 646 2 "two" "001"
69 "11" 12 "t" "g" "n" 1 1286 632 2 "two" "001"
69 "11" 13 "t" "b" "y" 0 969 1233 2 "two" "001"
69 "11" 14 "V" "t" "n" 1 1253 1046 2 "two" "001"
69 "11" 15 "b" "t" "n" 1 551 1149 2 "two" "001"
69 "11" 16 "t" "v" "n" 1 1169 540 2 "two" "001"
69 "11" 17 "G" "b" "n" 1 1486 1389 2 "two" "001"
69 "11" 18 "T" "t" "y" 1 468 1350 2 "two" "001"
69 "11" 19 "g" "g" "y" 1 535 710 2 "two" "001"
69 "11" 20 "B" "t" "n" 1 952 1262 2 "two" "001"
69 "12" 1 "G" NA "n" 1 702 983 2 "two" "001"
69 "12" 2 "t" NA "n" 1 619 992 2 "two" "001"
69 "12" 3 "b" "g" "n" 1 501 784 2 "two" "001"
69 "12" 4 "t" "t" "y" 1 719 1237 2 "two" "001"
69 "12" 5 "g" "b" "n" 1 984 1468 2 "two" "001"
69 "12" 6 "V" "t" "n" 1 1269 731 2 "two" "001"
69 "12" 7 "G" "g" "n" 0 1035 1192 2 "two" "001"
69 "12" 8 "g" "v" "n" 1 1385 795 2 "two" "001"
69 "12" 9 "v" "g" "n" 1 1252 732 2 "two" "001"
69 "12" 10 "V" "g" "n" 1 1218 643 2 "two" "001"
69 "12" 11 "B" "v" "n" 1 802 721 2 "two" "001"
69 "12" 12 "t" "v" "n" 1 585 921 2 "two" "001"
69 "12" 13 "B" "b" "y" 1 1386 1437 2 "two" "001"
69 "12" 14 "G" "t" "n" 1 669 914 2 "two" "001"
69 "12" 15 "b" "b" "y" 1 1053 1493 2 "two" "001"
69 "12" 16 "t" "g" "n" 1 769 1172 2 "two" "001"
69 "12" 17 "t" "b" "n" 1 1101 1029 2 "two" "001"
69 "12" 18 "T" "t" "y" 1 835 1226 2 "two" "001"
69 "12" 19 "B" "t" "y" 0 1001 873 2 "two" "001"
69 "12" 20 "V" "t" "n" 1 686 1314 2 "two" "001"
69 "13" 1 "G" NA "n" 1 1018 1208 2 "two" "001"
69 "13" 2 "b" NA "n" 1 802 861 2 "two" "001"
69 "13" 3 "v" "g" "n" 1 668 614 2 "two" "001"
69 "13" 4 "G" "b" "n" 1 869 1420 2 "two" "001"
69 "13" 5 "g" "v" "y" 0 451 520 2 "two" "001"
69 "13" 6 "v" "g" "y" 0 802 1495 2 "two" "001"
69 "13" 7 "V" "g" "y" 0 752 975 2 "two" "001"
69 "13" 8 "B" "v" "n" 1 1536 527 2 "two" "001"
69 "13" 9 "T" "v" "n" 1 568 1167 2 "two" "001"
69 "13" 10 "t" "b" "n" 1 685 1349 2 "two" "001"
69 "13" 11 "G" "t" "n" 1 585 1340 2 "two" "001"
69 "13" 12 "B" "t" "n" 1 685 654 2 "two" "001"
69 "13" 13 "V" "g" "n" 1 985 1177 2 "two" "001"
69 "13" 14 "b" "b" "y" 1 769 546 2 "two" "001"
69 "13" 15 "g" "v" "n" 1 1803 504 2 "two" "001"
69 "13" 16 "T" "b" "y" 0 385 1160 2 "two" "001"
69 "13" 17 "v" "g" "n" 1 483 1108 2 "two" "001"
69 "13" 18 "T" "t" "y" 1 552 655 2 "two" "001"
69 "13" 19 "G" "v" "n" 1 1654 885 2 "two" "001"
69 "13" 20 "B" "t" "n" 1 600 904 2 "two" "001"
69 "14" 1 "g" NA NA 0 NA 509 2 "two" "001"
69 "14" 2 "T" NA "n" 1 801 728 2 "two" "001"
69 "14" 3 "g" "g" "n" 0 602 948 2 "two" "001"
69 "14" 4 "v" "t" "n" 1 702 1227 2 "two" "001"
69 "14" 5 "b" "g" "n" 1 1620 632 2 "two" "001"
69 "14" 6 "V" "v" "y" 1 435 931 2 "two" "001"
69 "14" 7 "V" "b" "n" 1 1469 1054 2 "two" "001"
69 "14" 8 "B" "v" "y" 0 719 840 2 "two" "001"
69 "14" 9 "g" "v" "n" 1 886 993 2 "two" "001"
69 "14" 10 "T" "b" "n" 1 819 1284 2 "two" "001"
69 "14" 11 "v" "g" "n" 1 468 1225 2 "two" "001"
69 "14" 12 "b" "t" "n" 1 919 1293 2 "two" "001"
69 "14" 13 "T" "v" "n" 1 1186 1308 2 "two" "001"
69 "14" 14 "V" "b" "n" 1 752 647 2 "two" "001"
69 "14" 15 "G" "t" "n" 1 702 1195 2 "two" "001"
69 "14" 16 "t" "v" "y" 0 702 1293 2 "two" "001"
69 "14" 17 "G" "g" "n" 0 1236 649 2 "two" "001"
69 "14" 18 "g" "t" "y" 0 819 987 2 "two" "001"
69 "14" 19 "t" "g" "n" 1 1152 1216 2 "two" "001"
69 "14" 20 "b" "g" "n" 1 485 810 2 "two" "001"
69 "15" 1 "B" NA "n" 1 1103 887 1 "two" "001"
69 "15" 2 "v" "b" "n" 1 585 1376 1 "two" "001"
69 "15" 3 "G" "v" "n" 1 485 524 1 "two" "001"
69 "15" 4 "G" "g" "y" 1 718 1416 1 "two" "001"
69 "15" 5 "b" "g" "n" 1 552 1404 1 "two" "001"
69 "15" 6 "b" "b" "y" 1 484 669 1 "two" "001"
69 "15" 7 "b" "b" "n" 0 1019 1483 1 "two" "001"
69 "15" 8 "v" "b" "n" 1 1536 513 1 "two" "001"
69 "15" 9 "T" "v" "n" 1 802 769 1 "two" "001"
69 "15" 10 "t" "t" "y" 1 418 1484 1 "two" "001"
69 "15" 11 "v" "t" "n" 1 735 1197 1 "two" "001"
69 "15" 12 "T" "v" "n" 1 535 952 1 "two" "001"
69 "15" 13 "b" "t" "n" 1 535 525 1 "two" "001"
69 "15" 14 "t" "b" "n" 1 519 503 1 "two" "001"
69 "15" 15 "g" "t" "n" 1 434 733 1 "two" "001"
69 "15" 16 "t" "g" "n" 1 552 1150 1 "two" "001"
69 "15" 17 "t" "t" "y" 1 535 621 1 "two" "001"
69 "15" 18 "G" "t" "n" 1 652 582 1 "two" "001"
69 "15" 19 "v" "g" "n" 1 552 754 1 "two" "001"
69 "15" 20 "b" "v" "n" 1 585 951 1 "two" "001"
69 "16" 1 "B" NA "n" 1 852 1287 2 "two" "001"
69 "16" 2 "t" NA "n" 1 785 1063 2 "two" "001"
69 "16" 3 "B" "b" "y" 1 385 1164 2 "two" "001"
69 "16" 4 "t" "t" "y" 1 552 1410 2 "two" "001"
69 "16" 5 "T" "b" "n" 1 885 1212 2 "two" "001"
69 "16" 6 "B" "t" "n" 1 652 1212 2 "two" "001"
69 "16" 7 "v" "t" "n" 1 1453 1065 2 "two" "001"
69 "16" 8 "G" "b" "n" 1 618 1242 2 "two" "001"
69 "16" 9 "b" "v" "n" 1 735 686 2 "two" "001"
69 "16" 10 "t" "g" "n" 1 852 1164 2 "two" "001"
69 "16" 11 "g" "b" "n" 1 1002 1016 2 "two" "001"
69 "16" 12 "g" "t" "y" 0 1653 1367 2 "two" "001"
69 "16" 13 "B" "g" "n" 1 734 686 2 "two" "001"
69 "16" 14 "V" "g" "n" 1 651 1218 2 "two" "001"
69 "16" 15 "v" "b" "n" 1 602 803 2 "two" "001"
69 "16" 16 "V" "v" "y" 1 502 557 2 "two" "001"
69 "16" 17 "g" "v" "n" 1 1586 760 2 "two" "001"
69 "16" 18 "V" "v" "y" 1 736 1379 2 "two" "001"
69 "16" 19 "v" "g" "n" 1 635 782 2 "two" "001"
69 "16" 20 "b" "v" "n" 1 1152 1181 2 "two" "001"
69 "17" 1 "V" NA "n" 1 552 1193 2 "two" "001"
69 "17" 2 "B" NA "n" 1 852 719 2 "two" "001"
69 "17" 3 "T" "v" "n" 1 635 504 2 "two" "001"
69 "17" 4 "t" "b" "n" 1 1068 1083 2 "two" "001"
69 "17" 5 "b" "t" "n" 1 568 1239 2 "two" "001"
69 "17" 6 "t" "t" "y" 1 1102 702 2 "two" "001"
69 "17" 7 "b" "b" "y" 1 635 923 2 "two" "001"
69 "17" 8 "B" "t" "y" 0 1736 589 2 "two" "001"
69 "17" 9 "b" "b" "y" 1 550 802 2 "two" "001"
69 "17" 10 "T" "b" "n" 1 515 1236 2 "two" "001"
69 "17" 11 "t" "b" "n" 1 485 917 2 "two" "001"
69 "17" 12 "G" "t" "n" 1 669 684 2 "two" "001"
69 "17" 13 "T" "t" "n" 0 1036 974 2 "two" "001"
69 "17" 14 "v" "g" "n" 1 1085 789 2 "two" "001"
69 "17" 15 "g" "t" "n" 1 585 579 2 "two" "001"
69 "17" 16 "v" "v" "y" 1 1552 1281 2 "two" "001"
69 "17" 17 "t" "g" "n" 1 651 737 2 "two" "001"
69 "17" 18 "T" "v" "n" 1 568 593 2 "two" "001"
69 "17" 19 "G" "t" "n" 1 552 612 2 "two" "001"
69 "17" 20 "b" "t" "n" 1 568 569 2 "two" "001"
69 "18" 1 "G" NA "n" 1 802 1497 2 "two" "001"
69 "18" 2 "B" NA "n" 1 568 570 2 "two" "001"
69 "18" 3 "G" "g" "y" 1 769 786 2 "two" "001"
69 "18" 4 "B" "b" "y" 1 619 1263 2 "two" "001"
69 "18" 5 "b" "g" "n" 1 869 1208 2 "two" "001"
69 "18" 6 "g" "b" "n" 1 1836 1387 2 "two" "001"
69 "18" 7 "G" "b" "y" 0 668 1316 2 "two" "001"
69 "18" 8 "T" "g" "n" 1 752 1303 2 "two" "001"
69 "18" 9 "g" "g" "n" 0 602 920 2 "two" "001"
69 "18" 10 "v" "t" "n" 1 1102 1202 2 "two" "001"
69 "18" 11 "g" "g" "y" 1 369 1453 2 "two" "001"
69 "18" 12 "V" "v" "y" 1 768 553 2 "two" "001"
69 "18" 13 "T" "g" "n" 1 786 694 2 "two" "001"
69 "18" 14 "B" "v" "n" 1 618 709 2 "two" "001"
69 "18" 15 "B" "t" "n" 1 935 1455 2 "two" "001"
69 "18" 16 "b" "b" "y" 1 435 1114 2 "two" "001"
69 "18" 17 "t" "b" "n" 1 1152 518 2 "two" "001"
69 "18" 18 "b" "b" "y" 1 468 735 2 "two" "001"
69 "18" 19 "g" "t" "n" 1 435 618 2 "two" "001"
69 "18" 20 "T" "b" "y" 0 670 963 2 "two" "001"
69 "19" 1 "b" NA "n" 1 702 1191 2 "two" "001"
69 "19" 2 "b" NA "n" 1 552 703 2 "two" "001"
69 "19" 3 "B" "b" "y" 1 719 593 2 "two" "001"
69 "19" 4 "t" "b" "n" 1 452 1216 2 "two" "001"
69 "19" 5 "G" "b" "n" 1 1202 1129 2 "two" "001"
69 "19" 6 "b" "t" "n" 1 702 1049 2 "two" "001"
69 "19" 7 "T" "g" "n" 1 802 1020 2 "two" "001"
69 "19" 8 "V" "b" "n" 1 852 826 2 "two" "001"
69 "19" 9 "t" "t" "y" 1 469 662 2 "two" "001"
69 "19" 10 "b" "v" "n" 1 502 1018 2 "two" "001"
69 "19" 11 "v" "t" "y" 0 1186 1093 2 "two" "001"
69 "19" 12 "v" "b" "n" 1 1303 1266 2 "two" "001"
69 "19" 13 "t" "v" "n" 1 1286 781 2 "two" "001"
69 "19" 14 "t" "v" "n" 1 585 938 2 "two" "001"
69 "19" 15 "b" "t" "n" 1 1269 1127 2 "two" "001"
69 "19" 16 "t" "t" "y" 1 635 588 2 "two" "001"
69 "19" 17 "G" "b" "n" 1 1636 720 2 "two" "001"
69 "19" 18 "b" "t" "n" 1 835 925 2 "two" "001"
69 "19" 19 "t" "g" "n" 1 418 1106 2 "two" "001"
69 "19" 20 "t" "b" "n" 1 1051 1176 2 "two" "001"
69 "20" 1 "B" NA "n" 1 619 1376 2 "two" "001"
69 "20" 2 "G" NA "n" 1 619 1091 2 "two" "001"
69 "20" 3 "g" "b" "n" 1 801 1298 2 "two" "001"
69 "20" 4 "b" "g" "n" 1 502 670 2 "two" "001"
69 "20" 5 "B" "g" "y" 0 484 767 2 "two" "001"
69 "20" 6 "b" "b" "n" 0 902 1110 2 "two" "001"
69 "20" 7 "V" "b" "n" 1 669 1073 2 "two" "001"
69 "20" 8 "b" "b" "y" 1 334 833 2 "two" "001"
69 "20" 9 "b" "v" "n" 1 869 640 2 "two" "001"
